Team,Player Name,Age,Nationality,Primary Role,IPL 2026 Salary (Cr),Overseas Status,Status,Bowling Type (Spinner/Pacer/NA),Bowling Hand,"Batting Hand (""Right"" or  ""Left"")",Current Batting,Potential Batting,Current Bowling,Potential Bowling,Reputation,Batting Aggression (1-99),Can they keep wickets?,Are they a part time wicketkeeper?,Core Batter,Finisher?,Captaincy,Opener?,Only Opener,hasBattedAt3,hasBattedAt4,hasBattedAt5,hasBattedAt6,hasBattedAt7,IPL Captain Desire,2026 Team (Salary),2025 Team (Salary),2024 Team (Salary),2023 Team (Salary),2022 Team (Salary),2021 Team (Salary),2020 Team (Salary),2019 Team (Salary),2018 Team (Salary),2017 Team (Salary),2016 Team (Salary),2015 Team (Salary),2014 Team (Salary),2013 Team (Salary),2012 Team (Salary),2011 Team (Salary),2010 Team (Salary),2009 Team (Salary),2008 Team (Salary),T20 Games,T20 Batting Innings,T20 batting average,T20 runs,T20 strike rate,T20 bowling innings,T20 bowling average,T20 wickets,T20 WK Catches,T20 WK Stumpings,IPL games,IPL runs,IPL average,IPL strike rate,IPL bowling innings,IPL bowling average,IPL wickets
Royal Challengers Bengaluru,Kanishk Chouhan,19.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,69,78,66,76,3,82,No,No,no,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Krunal Pandya,35.00,India,All-Rounder,5.75,Indian,Capped,Spinner,Left Handed Bowler,LHB,78,78,80,80,8,70,No,No,no,No,75,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,RCB (5.75 Cr),RCB (5.75 Cr),LSG (8.25 Cr),LSG (8.25 Cr),LSG (8.25 Cr),MI (8.80 Cr),MI (8.80 Cr),MI (8.80 Cr),MI (8.80 Cr),MI (2.00 Cr),MI (2.00 Cr),--,--,--,--,--,--,--,--,177,136,23.09,2098,133.64,166,32.49,122,--,--,158,1974,22.95,133.84,147,31.87,107
Royal Challengers Bengaluru,Mangesh Yadav,23.00,India,Bowler (Pace),5.2,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,72,79,4,25,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (5.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Nuwan Thushara,31.00,Sri Lanka,Bowler (Pace),5.45,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,80,80,8,30,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (1.60 Cr),RCB (1.60 Cr),MI (4.80 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,10,5,10,34.49,38,24.4,45,--,--,8,0,0,0,8,31.44,9
Royal Challengers Bengaluru,Phil Salt,29.00,England,Wicketkeeper-Batter,11.5,Overseas,Capped,NA,Right Handed Bowler,RHB,87,87,0,0,8,94,Yes,No,Yes,No,75,Yes,yes,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (11.50 Cr),RCB (11.50 Cr),--,DC (2.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,97,33.81,2975,169.44,0,0,0,--,--,40,1258,34,174.48,--,--,--
Royal Challengers Bengaluru,Rajat Patidar,33.00,India,Batter,11,Indian,Capped,NA,Right Handed Bowler,RHB,89,89,0,0,8,88,No,No,Yes,No,92,No,no,FALSE,TRUE,TRUE,FALSE,FALSE,,RCB (11.00 Cr),RCB (11.00 Cr),RCB (20.00 L),RCB (20.00 L),--,RCB (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,57,52,33.58,1612,164.49,0,0,0,--,--,57,1612,33.58,164.49,--,--,--
Royal Challengers Bengaluru,Rasikh Salam,26.00,India,Bowler (Pace),6,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,78,84,6,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (6.00 Cr),RCB (6.00 Cr),DC (20.00 L),--,KKR (20.00 L),--,--,MI (20.00 L),--,--,--,--,--,--,--,--,--,--,--,25,8,8.6,43,102.39,25,28.07,29,--,--,25,43,8.6,102.39,25,28.07,29
Royal Challengers Bengaluru,Romario Shepherd,31.00,West Indies,All-Rounder,1.5,Overseas,Capped,Pacer,Right Handed Bowler,RHB,81,81,72,72,7,90,No,No,yes,No,70,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,RCB (1.50 Cr),RCB (1.50 Cr),MI (50.00 L),LSG (50.00 L),SRH (7.75 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,114,76,26.75,1177,151.85,102,30.48,98,--,--,33,268,24.36,175.17,28,41.53,17
Royal Challengers Bengaluru,Satvik Deswal,19.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,64,70,68,79,3,82,No,No,no,No,30,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Suyash Sharma,23.00,India,Bowler (Spinner),2.6,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,80,87,8,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (2.60 Cr),RCB (2.60 Cr),KKR (20.00 L),KKR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,0,0,0,0,39,44.07,27,--,--,39,0,0,0,39,44.07,27
Royal Challengers Bengaluru,Swapnil Singh,35.00,India,All-Rounder,0.5,Indian,Uncapped,Spinner,Left Handed Bowler,RHB,73,73,72,72,5,70,No,No,no,No,52,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,RCB (50.00 L),RCB (50.00 L),RCB (20.00 L),LSG (20.00 L),--,--,--,--,--,KXIP (10.00 L),KXIP (10.00 L),--,--,--,--,--,--,--,--,14,9,10.2,51,113.34,14,34.43,7,--,--,14,51,10.2,113.34,14,34.43,7
Royal Challengers Bengaluru,Tim David,30.00,Australia,Batter,3,Overseas,Capped,Spinner,Right Handed Bowler,RHB,84,84,56,58,8,85,No,No,Yes,Yes,62,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,RCB (3.00 Cr),RCB (3.00 Cr),MI (8.25 Cr),MI (8.25 Cr),MI (8.25 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,140,122,33.97,2830,171.94,12,51,5,--,--,66,1151,32.89,177.08,1,--,0
Royal Challengers Bengaluru,Venkatesh Iyer,31.00,India,All-Rounder,7,Indian,Capped,Pacer,Right Handed Bowler,LHB,81,82,65,68,7,75,No,No,yes,No,81,Yes,no,TRUE,TRUE,TRUE,TRUE,TRUE,,RCB (7.00 Cr),KKR (23.75 Cr),KKR (8.00 Cr),KKR (8.00 Cr),KKR (8.00 Cr),KKR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,77,69,31.8,1810,143.48,13,27.25,8,--,--,68,1677,31.64,142,9,47.67,3
Royal Challengers Bengaluru,Vicky Ostwal,23.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Left Handed Bowler,RHB,0,0,70,81,3,25,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,RCB (30.00 L),--,DC (20.00 L),DC (20.00 L),DC (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Vihaan Malhotra,19.00,India,Batter,0.3,Indian,Uncapped,NA,NA,LHB,65,79,0,0,3,85,No,No,Yes,No,19,No,no,FALSE,TRUE,TRUE,TRUE,FALSE,,RCB (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Virat Kohli,37.00,India,Batter,21,Indian,Capped,NA,NA,RHB,89,89,0,0,10,90,No,No,Yes,No,90,Yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,No,RCB (21.00 Cr),RCB (21.00 Cr),RCB (15.00 Cr),RCB (15.00 Cr),RCB (15.00 Cr),RCB (17.00 Cr),RCB (17.00 Cr),RCB (17.00 Cr),RCB (17.00 Cr),RCB (12.50 Cr),RCB (12.50 Cr),RCB (12.50 Cr),RCB (12.50 Cr),RCB (9.57 Cr),RCB (8.74 Cr),RCB (8.14 Cr),RCB (22.88 L),RCB (24.34 L),RCB (12.00 L),408,392,42.89,13524,135.5,39,71.5,8,--,--,283,9336,40.42,134.8,26,92,4
Sunrisers Hyderabad,Abhishek Sharma,25.00,India,All-Rounder,14,Indian,Capped,Spinner,Left Handed Bowler,LHB,90,93,69,74,9,85,No,No,yes,No,74,Yes,no,TRUE,FALSE,FALSE,FALSE,FALSE,,SRH (14.00 Cr),SRH (14.00 Cr),SRH (6.50 Cr),SRH (6.50 Cr),SRH (6.50 Cr),SRH (55.00 L),SRH (55.00 L),SRH (55.00 L),DD (55.00 L),--,--,--,--,--,--,--,--,--,--,142,138,30.94,3967,179.87,55,43.83,18,--,--,92,2378,29.36,171.21,36,50,11
Sunrisers Hyderabad,Amit Kumar,22.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,63,75,62,74,3,75,No,No,yes,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Sunrisers Hyderabad,Aniket Verma,24.00,India,Batter,0.3,Indian,Uncapped,NA,Right Handed Bowler,RHB,73,83,0,0,3,82,No,No,Yes,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,20,21,315,160.72,0,0,0,--,--,24,315,21,160.72,--,--,--
Sunrisers Hyderabad,Brydon Carse,30.00,England,Bowler (Pace),1,Overseas,Capped,Pacer,Right Handed Bowler,RHB,59,59,76,76,7,78,No,No,No,No,60,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (1.00 Cr),SRH (1.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,8,9.2,46,124.33,13,20.6,20,--,--,--,--,--,--,--,--,--
Sunrisers Hyderabad,David Payne,35.00,England,Bowler (Pace),1.5,Overseas,Capped,Pacer,Left Handed Bowler,RHB,0,0,71,71,6,40,No,No,No,No,50,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (1.50 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,235,50,6.97,286,95,230,21.25,306,--,--,2,6,6,120,2,35,2
Sunrisers Hyderabad,Eshan Malinga,25.00,Sri Lanka,Bowler (Pace),1.2,Overseas,Uncapped,Pacer,Right Handed Bowler,LHB,0,0,79,85,6,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (1.20 Cr),SRH (1.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,8,5.75,12,44.86,33,25.17,42,--,--,22,7,7,41.18,22,22.58,33
Sunrisers Hyderabad,Harsh Dubey,24.00,India,All-Rounder,0.3,Indian,Uncapped,Spinner,Left Handed Bowler,LHB,70,77,75,82,4,75,No,No,no,No,48,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,5,6.5,13,144.45,11,25.08,13,--,--,11,13,6.5,144.45,11,25.08,13
Sunrisers Hyderabad,Harshal Patel,35.00,India,Bowler (Pace),8,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,80,80,8,75,No,No,No,No,75,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,SRH (8.00 Cr),SRH (8.00 Cr),PBKS (11.75 Cr),RCB (10.75 Cr),RCB (10.75 Cr),RCB (20.00 L),DC (20.00 L),DC (20.00 L),DD (20.00 L),RCB (40.00 L),RCB (40.00 L),RCB (40.00 L),RCB (40.00 L),RCB (8.00 L),RCB (8.00 L),--,--,--,--,149,59,9.44,357,121.41,145,24.98,180,--,--,124,280,8.75,117.65,121,24.68,151
Sunrisers Hyderabad,Heinrich Klaasen,34.00,South Africa,Wicketkeeper-Batter,23,Overseas,Capped,NA,NA,RHB,91,91,0,0,9,92,Yes,No,Yes,No,72,No,no,FALSE,FALSE,TRUE,TRUE,FALSE,,SRH (23.00 Cr),SRH (23.00 Cr),SRH (5.25 Cr),SRH (5.25 Cr),--,--,--,RCB (50.00 L),--,--,--,--,--,--,--,--,--,--,--,122,113,33.25,3104,158.71,1,0,0,0,0,64,2104,42.08,166.72,--,--,--
Sunrisers Hyderabad,Ishan Kishan,27.00,India,Wicketkeeper-Batter,11.25,Indian,Capped,NA,NA,LHB,88,90,0,0,9,85,Yes,No,Yes,No,85,Yes,no,TRUE,TRUE,FALSE,FALSE,FALSE,,SRH (11.25 Cr),SRH (11.25 Cr),MI (15.25 Cr),MI (15.25 Cr),MI (15.25 Cr),MI (6.20 Cr),MI (6.20 Cr),MI (6.20 Cr),MI (6.20 Cr),GL (35.00 L),GL (35.00 L),--,--,--,--,--,--,--,--,183,176,30.08,4990,144.11,1,0,0,--,--,134,3600,30.51,143.55,1,--,0
Sunrisers Hyderabad,Jack Edwards,26.00,Australia,Bowler (Pace),3,Overseas,Capped,Pacer,Left Handed Bowler,RHB,0,0,74,80,6,65,No,No,No,No,55,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (3.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,5,5,83.34,1,0,0,--,--,--,--,--,--,--,--,--
Sunrisers Hyderabad,Jaydev Unadkat,34.00,India,Bowler (Pace),1,Indian,Capped,Pacer,Left Handed Bowler,RHB,0,0,76,76,7,25,No,No,No,No,80,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (1.00 Cr),SRH (1.00 Cr),SRH (1.60 Cr),LSG (50.00 L),MI (1.30 Cr),RR (3.00 Cr),RR (3.00 Cr),RR (8.40 Cr),RR (11.50 Cr),RPSG (30.00 L),KKR (1.60 Cr),DD (1.10 Cr),DD (2.80 Cr),RCB (2.79 Cr),KKR (1.21 Cr),KKR (1.13 Cr),--,--,--,126,33,12.56,201,118.94,125,29.73,128,--,--,116,201,12.56,118.94,115,30.74,114
Sunrisers Hyderabad,Kamindu Mendis,27.00,Sri Lanka,All-Rounder,0.75,Overseas,Capped,Spinner,Ambidextrous Bowler,LHB,78,81,70,74,8,82,No,No,yes,No,72,Yes,no,TRUE,TRUE,TRUE,TRUE,TRUE,,SRH (75.00 L),SRH (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51,46,20.95,858,130.41,19,42.57,7,--,--,5,92,23,133.34,4,30,2
Sunrisers Hyderabad,Krains Fuletra,23.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,64,75,3,25,No,No,No,No,38,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Sunrisers Hyderabad,Liam Livingstone,32.00,England,All-Rounder,13,Overseas,Capped,Spinner,Right Handed Bowler,RHB,80,80,77,77,8,78,No,No,yes,Yes,74,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,SRH (13.00 Cr),RCB (8.75 Cr),PBKS (11.50 Cr),PBKS (11.50 Cr),PBKS (11.50 Cr),RR (75.00 L),--,RR (50.00 L),--,--,--,--,--,--,--,--,--,--,--,111,96,25.26,2021,152.25,68,28.41,46,--,--,51,1066,25.38,155.17,27,36.08,13
Sunrisers Hyderabad,Nitish Kumar Reddy,23.00,India,All-Rounder,6,Indian,Capped,Pacer,Right Handed Bowler,RHB,81,87,76,83,8,82,No,No,yes,No,55,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,SRH (6.00 Cr),SRH (6.00 Cr),SRH (20.00 L),SRH (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46,38,30.4,877,149.02,29,40.5,16,--,--,42,787,29.15,145.48,26,44.38,13
Sunrisers Hyderabad,Onkar Tarmale,22.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,65,76,3,25,No,No,No,No,35,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--
Sunrisers Hyderabad,Pat Cummins,33.00,Australia,All-Rounder,18,Overseas,Capped,Pacer,Right Handed Bowler,RHB,71,71,85,85,9,75,No,No,no,No,92,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,SRH (18.00 Cr),SRH (18.00 Cr),SRH (20.50 Cr),--,KKR (7.25 Cr),KKR (15.50 Cr),KKR (15.50 Cr),--,MI (5.40 Cr),DD (4.50 Cr),--,KKR (1.00 Cr),KKR (1.00 Cr),--,--,--,--,--,--,137,80,16.44,800,145.84,137,27.69,153,--,--,80,642,19.45,152.5,80,30.8,87
Sunrisers Hyderabad,Praful Hinge,24.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,77,82,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,2,3,3,33.34,7,21.79,14,--,--,7,3,3,33.34,7,21.79,14
Sunrisers Hyderabad,Sakib Hussain,21.00,India,Bowler (Pace),0.3,Indian,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,78,88,4,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,KKR (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,1,0,5,71.43,11,26.47,15,--,--,11,5,0,71.43,11,26.47,15
Sunrisers Hyderabad,Salil Arora,24.00,India,Wicketkeeper-Batter,1.5,Indian,Uncapped,NA,NA,RHB,75,80,0,0,4,85,Yes,No,Yes,No,42,No,no,FALSE,FALSE,TRUE,TRUE,TRUE,,SRH (1.50 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,11,22.29,156,159.19,0,0,0,--,--,14,156,22.29,159.19,--,--,--
Sunrisers Hyderabad,Shivam Mavi,27.00,India,Bowler (Pace),3,Indian,Capped,Pacer,Right Handed Bowler,RHB,0,0,75,79,7,30,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,SRH (75.00 L),--,LSG (6.40 Cr),GT (6.00 Cr),KKR (7.25 Cr),KKR (3.00 Cr),KKR (3.00 Cr),KKR (3.00 Cr),KKR (3.00 Cr),--,--,--,--,--,--,--,--,--,--,38,14,6.86,79,113.93,38,28.78,37,--,--,32,51,5.67,91.08,32,31.4,30
Sunrisers Hyderabad,Shivang Kumar,23.00,India,Bowler (Spinner),0.3,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,75,83,3,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,6,8.83,53,115.22,13,41.67,9,--,--,13,53,8.83,115.22,13,41.67,9
Sunrisers Hyderabad,Smaran Ravichandran,23.00,India,Batter,0.3,Indian,Uncapped,Pacer,Right Handed Bowler,LHB,71,78,56,61,3,82,No,No,Yes,No,40,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,SRH (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,4,6.33,19,76,0,0,0,--,--,6,19,6.33,76,--,--,--
Sunrisers Hyderabad,Travis Head,32.00,Australia,Batter,14,Overseas,Capped,NA,NA,LHB,89,89,60,60,9,95,No,No,Yes,No,82,Yes,yes,TRUE,TRUE,FALSE,FALSE,FALSE,,SRH (14.00 Cr),SRH (14.00 Cr),SRH (6.80 Cr),--,--,--,--,--,--,RCB (50.00 L),RCB (50.00 L),--,--,--,--,--,--,--,--,106,103,30.43,2891,163.89,11,44,4,--,--,53,1556,32.42,170.06,7,40,3
Sunrisers Hyderabad,Zeeshan Ansari,26.00,India,Bowler (Spinner),0.4,Indian,Uncapped,Spinner,Right Handed Bowler,RHB,0,0,72,78,3,25,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,SRH (40.00 L),SRH (40.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,0,0,0,0,10,55.5,6,--,--,10,0,0,0,10,55.5,6
,Ali Naseer,22.00,UAE,All-Rounder,,Overseas,Capped,Pacer,Left Handed Bowler,LHB,68,78,68,78,,75,No,No,no,Yes,40,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,5,12,48,120,8,32,7,--,--,0,0,0,0,0,0,0
,Alzarri Joseph,29.00,West Indies,Bowler (Pace),,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,75,75,7,40,No,No,No,No,50,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,RCB (11.50 Cr),GT (2.40 Cr),GT (2.40 Cr),--,--,MI (75.00 L),--,--,--,--,--,--,--,--,--,--,--,77,30,6.5,129,95.56,75,23.5,62,--,--,22,27,27,84.38,22,32.9,21
,Andile Simelane,23.00,South Africa,All-Rounder,,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,65,78,69,80,,82,No,No,no,yes,45,No,no,FALSE,FALSE,FALSE,FALSE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46,38,18.5,202,145.32,44,28.5,34,--,--,0,0,0,0,0,0,0
,Aneesh KV,23.00,India,Batter,,Indian,Uncapped,NA,NA,LHB,67,79,0,0,3,81,No,No,Yes,No,50,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,2,8,16,88.89,5,35,4,--,--,0,0,0,0,0,0,0
,Aravelly Avanish,21.00,India,Wicketkeeper-Batter,,Indian,Uncapped,NA,NA,LHB,65,78,0,0,,85,Yes,No,Yes,Yes,45,Yes,no,FALSE,FALSE,FALSE,TRUE,TRUE,,--,--,CSK (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,3,15.33,46,143.75,0,0,0,--,--,0,0,0,0,0,0,0
,Archie Vaughan,20.00,England,All-Rounder,,Overseas,Uncapped,Spinner,Right Handed Bowler,RHB,70,82,71,82,,75,No,No,yes,No,45,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,19,18.42,332,137.19,6,45,5,--,--,0,0,0,0,0,0,0
,Callum Vidler,20.00,Australia,Bowler (Pacer),,Overseas,Uncapped,Pacer,Right Handed Bowler,RHB,0,0,65,79,,25,No,No,No,No,40,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,20,9.5,114,104.59,44,29.5,44,--,--,0,0,0,0,0,0,0
,Chetan Sakariya,28.00,India,Bowler (Pace),,Indian,Capped,Pacer,Left Handed Bowler,LHB,0,0,76,79,6,30,No,No,No,No,45,No,no,FALSE,FALSE,FALSE,FALSE,FALSE,,--,KKR (75.00  L),KKR (50.00 L),DC (4.20 Cr),DC (4.20 Cr),RR (1.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,62,12,8.25,66,110,61,28.5,56,--,--,27,20,6.67,110,27,29.5,20
,Connor Esterhuizen,25.00,South Africa,Wicketkeeper-Batter,0.75,Overseas,Uncapped,NA,NA,RHB,69,80,0,0,7,85,Yes,No,Yes,No,40,No,no,TRUE,TRUE,TRUE,FALSE,FALSE,,GT (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,50,24.5,1078,138.97,14,35,12,--,--,0,0,0,0,0,0,0
,Dan Lawrence,28.00,England,Batter,,Overseas,Capped,Spinner,Right Handed Bowler,RHB,74,76,65,68,6,80,No,No,Yes,No,55,No,no,TRUE,FALSE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,190,170,28.5,4059,138.19,55,31.5,61,--,--,0,0,0,0,0,0,0
,Dan Mousley,24.00,England,All-Rounder,,Overseas,Capped,Spinner,Right Handed Bowler,LHB,74,82,70,78,,75,No,No,yes,No,50,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,101,84,25,1772,137.43,68,27.5,74,--,--,0,0,0,0,0,0,0
,Daryl Mitchell,35.00,New Zealand,all-Rounder,,Overseas,Capped,Pacer,Right Handed Bowler,RHB,0,0,77,77,8,85,No,No,yes,Yes,65,No,no,FALSE,TRUE,TRUE,TRUE,TRUE,,--,--,CSK (14.00 Cr),--,RR (75.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,186,172,32.5,4218,139.14,60,38.5,28,--,--,15,351,27,131.46,4,97,1
,Dasun Shanaka,34.00,Sri Lanka,All-Rounder,2,Overseas,Capped,Pacer,Right Handed Bowler,RHB,76,76,73,73,7,85,No,No,no,No,75,No,no,FALSE,FALSE,FALSE,TRUE,TRUE,,RR (2.00 Cr),GT (2.00 Cr),--,GT (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,198,178,22.5,3012,135.88,130,30.5,76,--,--,10,89,12.71,123.61,3,36,1
,David Teeger,21.00,South Africa,Batter,,Overseas,Uncapped,NA,NA,RHB,67,79,0,0,,65,No,No,Yes,No,60,No,no,TRUE,TRUE,FALSE,FALSE,FALSE,,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,30,22,462,148.55,32,29,36,--,--,0,0,0,0,0,0,0
,Deepak Hooda,31.00,India,All-rounder,,Indian,Capped,Spinner,Right Handed Bowler,RHB,76,76,68,70,7,80,No,No,yes,No,60,No,no,TRUE,TRUE,TRUE,TRUE,TRUE,,--,CSK  (1.70 Cr),LSG (5.75 Cr),LSG (5.75 Cr),LSG (5.75 Cr),PBKS (50.00 L),KXIP (50.00 L),SRH (3.60 Cr),SRH (3.60 Cr),SRH (4.20 Cr),SRH (4.20 Cr),RR (40.00 L),--,--,--,--,--,--,--,230,200,27.5,3972,141.22,55,35,38,--,--,125,1496,22.32,135.85,35,38.5,22
,Devon Conway,34.00,New Zealand,Wicketkeeper-Batter,,Overseas,Capped,NA,NA,LHB,74,74,0,0,8,80,Yes,No,Yes,No,70,Yes,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,,--,CSK (6.25 Cr),CSK (1.00 Cr),CSK (1.00 Cr),CSK (1.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,154,146,33,4250,140.16,0,0,0,0,0,29,1080,43.2,139.72,0,0,0
