Team,Player Name,IPL 2025 Team and Salary,Nationality,Age,IPL 2026 Salary (Cr),Overseas Status,Status,Primary Role,Bowling Type (Spinner/Pacer/NA),Bowling Hand,"Batting Hand (""Right"" or  ""Left"")",Current Batting,Potential Batting,Current Bowling,Potential Bowling,Reputation,Can they keep wickets?,Are they a part time wicketkeeper?,Opener?,Finisher?,Captaincy,Batting Aggression (1-99),hasBattedAt3,hasBattedAt4,hasBattedAt5,hasBattedAt6,hasBattedAt7,2026 Team (Salary),2025 Team (Salary),2024 Team (Salary),2023 Team (Salary),2022 Team (Salary),2021 Team (Salary),2020 Team (Salary),2019 Team (Salary),2018 Team (Salary),2017 Team (Salary),2016 Team (Salary),2015 Team (Salary),2014 Team (Salary),2013 Team (Salary),2012 Team (Salary),2011 Team (Salary),2010 Team (Salary),2009 Team (Salary),2008 Team (Salary)
Delhi Capitals,Dushmantha Chameera,DC (0.75 Cr),Sri Lanka,34,0.75,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,76,76,7,No,No,No,No,60.00,20.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (75.00 L),DC (75.00 L),--,--,LSG (2.00 Cr),--,--,--,RR (50.00 L),--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Rehan Ahmed,DC (0.75 Cr),England,21,0.75,Overseas,Capped,All-Rounder,Spinner,Right Handed Bowler,RHB,72,83,75,84,7,No,No,No,No,72.00,65.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Sameer Rizvi,DC (0.95 Cr),India,22,0.95,Indian,Uncapped,Batter,Spinner,Right Handed Bowler,RHB,78,84,58,62,4,No,No,No,No,55.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,DC (95.00 L),DC (95.00 L),CSK (8.40 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Vipraj Nigam,DC (0.50 Cr),India,21,0.50,Indian,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,75,82,76,83,6,No,No,No,No,35.00,25.00,FALSE,TRUE,TRUE,TRUE,FALSE,DC (50.00 L),DC (50.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Tripurana Vijay,DC (0.30 Cr),India,24,0.30,Indian,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,70,78,3,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,DC (30.00 L),DC (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Ajay Mandal,DC (0.30 Cr),India,30,0.30,Indian,Uncapped,All-Rounder,Spinner,Left Handed Bowler,LHB,72,74,74,74,3,No,No,No,No,55.00,70.00,FALSE,TRUE,TRUE,TRUE,TRUE,DC (30.00 L),DC (30.00 L),CSK (20.00 L),CSK (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Madhav Tiwari,DC (0.40 Cr),India,22,0.40,Indian,Uncapped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,70,81,68,75,3,No,No,No,No,35.00,25.00,FALSE,TRUE,TRUE,TRUE,FALSE,DC (40.00 L),DC (40.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Sahil Parakh,Unsold,India,19,0.30,Indian,Uncapped,Batter,NA,NA,RHB,72,83,0,0,4,No,No,Yes,No,35.00,85.00,TRUE,FALSE,FALSE,FALSE,FALSE,DC (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Devon Conway,CSK (6.25 Cr),New Zealand,34,,Overseas,Capped,Wicketkeeper-Batter,NA,NA,LHB,74,74,0,0,8,Yes,No,Yes,No,70.00,80.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Steve Smith,Unsold,Australia,37,,Overseas,Capped,Batter,Spinner,Right Handed Bowler,RHB,76,76,60,60,9,No,No,No,No,85.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Daryl Mitchell,CSK (14.00 Cr),New Zealand,35,,Overseas,Capped,all-Rounder,Pacer,Right Handed Bowler,RHB,0,0,77,77,8,No,No,No,Yes,65.00,85.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Gus Atkinson,Unsold,England,28,,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,55,58,78,80,7,No,No,No,No,45.00,35.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Alzarri Joseph,RCB (2 Cr),West Indies,29,,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,75,75,7,No,No,No,No,50.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Jamie Smith,Unsold,England,25,,Overseas,Capped,Wicketkeeper-Batter,NA,NA,RHB,77,84,0,0,7,Yes,No,No,No,55.00,82.00,TRUE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Gerald Coetzee,GT (2.40 Cr),South Africa,25,,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,63,66,79,82,8,No,No,No,No,50.00,65.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Spencer Johnson,KKR (2.80 Cr),Australia,30,,Overseas,Capped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,78,81,7,No,No,No,No,45.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Mujeeb Ur Rahman,MI (2.00 Cr),Afghanistan,25,,Overseas,Capped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,78,83,8,No,No,No,No,55.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Michael Bracewell,Unsold,New Zealand,35,,Overseas,Capped,All-Rounder,Spinner,Right Handed Bowler,LHB,74,74,76,76,7,No,No,No,Yes,60.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Dan Lawrence,Rajasthan Royals (1.00 Cr),England,28,,Overseas,Capped,Batter,Spinner,Right Handed Bowler,RHB,74,76,65,68,6,No,No,No,No,55.00,80.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Wiaan Mulder,SRH (0.75 Cr),South Africa,28,,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,76,78,75,77,6,No,No,No,No,50.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Taskin Ahmed,Unsold,Bangladesh,31,,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,LHB,0,0,79,79,7,No,No,No,No,60.00,35.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Riley Meredith,Unsold,Australia,29,,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,76,78,6,No,No,No,No,45.00,30.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Jhye Richardson,Unsold,Australia,29,,Overseas,Capped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,77,80,7,No,No,No,No,50.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Rahmanullah Gurbaz,KKR (2.00 Cr),Afghanistan,24,,Overseas,Capped,Wicketkeeper-Batter,NA,NA,RHB,77,87,0,0,8,Yes,No,Yes,No,65.00,88.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Deepak Hooda,CSK (1.70 Cr),India,31,,Indian,Capped,All-rounder,Spinner,Right Handed Bowler,RHB,76,76,68,70,7,No,No,No,No,60.00,80.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Karn Sharma,MI (0.50 Cr),India,38,,Indian,Capped,Bowler (Spinner),Spinner,Right Handed Bowler,LHB,0,0,75,75,6,No,No,No,No,55.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Chetan Sakariya,KKR (0.75 Cr),India,28,,Indian,Capped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,0,0,76,79,6,No,No,No,No,45.00,30.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,KS Bharat,KKR (0.50 Cr),India,32,,Indian,Capped,Wicketkeeper-Batter,NA,NA,RHB,75,75,0,0,6,Yes,No,No,No,60.00,70.00,TRUE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Vijay Shankar,CSK (1.20 Cr),India,35,,Indian,Capped,All-rounder,Pacer,Right Handed Bowler,RHB,73,73,68,68,6,No,No,No,No,60.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Ayush Mhatre,CSK (0.30 Cr),India,18,0.3,Indian,Uncapped,Batter,Spinner,Right Handed Bowler,RHB,80,92,57,65,7,No,No,Yes,No,75.00,83.00,TRUE,FALSE,FALSE,FALSE,FALSE,CSK (30.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Yashvardhan Dalal,Unsold,India,21,,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,70,82,0,0,3,Yes,No,Yes,No,42.00,55.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Nitya J Pandya,Unsold,India,20,,Indian,Uncapped,Batter,Pacer,Right Handed Bowler,LHB,68,78,50,60,3,No,No,Yes,No,65.00,68.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Hemchudeshan J,Unsold,India,18,,Indian,Uncapped,All-rounder,Spinner,Right Handed Bowler,RHB,65,75,65,79,3,No,No,No,No,38.00,35.00,FALSE,FALSE,FALSE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,P Vidyuth,Unsold,India,25,,Indian,Uncapped,All-Rounder,Spinner,Left Handed Bowler,LHB,66,76,68,78,3,No,No,No,Yes,55.00,84.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Dipjyoti Saikia,Unsold,India,23,,Indian,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,70,80,3,No,No,No,No,40.00,32.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,R Jashwanth Shreeram,Unsold,India,21,,Indian,Uncapped,Batter,NA,NA,RHB,69,80,0,0,3,No,No,Yes,No,48.00,58.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Vishnu Bhardwaj,Unsold,India,21,,Indian,Uncapped,Bowler,Spinner,Right Handed Bowler,RHB,0,0,68,78,3,No,No,No,No,35.00,30.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Aneesh KV,Unsold,India,23,,Indian,Uncapped,Batter,NA,NA,LHB,67,79,0,0,3,No,No,No,No,50.00,81.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Lakshya Raichandani,Unsold,India,17,,Indian,Uncapped,Batter,Spinner,Right Handed Bowler,RHB,65,80,55,65,3,No,No,Yes,No,45.00,64.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,RS Ambrish,SRH (0.30 Cr),India,19,,Indian,Uncapped,All-Rounder,Pacer,Right Handed Bowler,LHB,65,76,72,86,5,No,No,No,Yes,45.00,75.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Will Smeed,Unsold,England,24,,Overseas,Uncapped,Batter,Spinner,Right Handed Bowler,RHB,75,84,0,0,,No,No,Yes,No,40.00,90.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Jewel Andrew,Unsold,West Indies,19,,Overseas,Capped,Wicketkeeper-Batter,NA,N/A,RHB,68,86,0,0,,Yes,No,No,Yes,35.00,80.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Dan Mousley,Unsold,England,24,,Overseas,Capped,All-Rounder,Spinner,Right Handed Bowler,LHB,74,82,70,78,,No,No,No,No,50.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Matthew Forde,MI (0.40 Cr),West Indies,24,,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,71,78,75,82,,No,No,No,Yes,45.00,75.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Oliver Davies,Unsold,Australia,25,,Overseas,Uncapped,Batter,Spinner,Right Handed Bowler,RHB,72,81,0,0,,No,No,No,No,40.00,85.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Ali Naseer,Unsold,UAE,22,,Overseas,Capped,All-Rounder,Pacer,Left Handed Bowler,LHB,68,78,68,78,,No,No,No,Yes,40.00,75.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,John Turner,Unsold,England,25,,Overseas,Capped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,72,82,,No,No,No,No,35.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Josh Clarkson,Unsold,New Zealand,29,,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,73,77,72,74,,No,No,No,Yes,45.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Swastik Chikara,RCB (0.30 Cr),India,21,,Indian,Uncapped,Batter,NA,NA,RHB,71,82,0,0,,No,No,Yes,No,50.00,90.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Sachin Dhas,Unsold,India,21,,Indian,Uncapped,Batter,NA,NA,RHB,65,82,0,0,,No,No,No,Yes,45.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Uday Saharan,Unsold,India,21,,Indian,Uncapped,Batter,NA,NA,RHB,66,80,0,0,,No,No,No,No,65.00,70.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Aravelly Avanish,CSK (0.30 Cr),India,21,,Indian,Uncapped,Wicketkeeper-Batter,NA,NA,LHB,65,78,0,0,,Yes,No,No,Yes,45.00,85.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Arshin Kulkarni,LSG (0.30 Cr),India,21,,Indian,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,70,80,65,78,,No,No,Yes,No,45.00,85.00,TRUE,FALSE,FALSE,FALSE,FALSE,LSG (30.00 L),LSG (30.00 L),LSG (20.00 L),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Saumy Pandey,CSK (0.75 Cr),India,21,,Indian,Uncapped,Bowler (Spinner),Spinner,Left Handed Bowler,RHB,0,0,68,80,,No,No,No,No,60.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Raj Limbani,Unsold,India,21,,Indian,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,LHB,0,0,68,80,,No,No,No,No,45.00,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Tom Prest,Unsold,England,23,,Overseas,Uncapped,Batter,NA,NA,RHB,72,81,0,0,,No,No,No,No,60.00,65.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Tazeem Ali,Unsold,England,20,,Overseas,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,67,83,,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Farhan Ahmed,Unsold,England,18,,Overseas,Uncapped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,72,85,,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Archie Vaughan,Unsold,England,20,,Overseas,Uncapped,All-Rounder,Spinner,Right Handed Bowler,RHB,70,82,71,82,,No,No,No,No,45.00,75.00,FALSE,TRUE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Hamza Shaikh,Unsold,England,20,,Overseas,Uncapped,Batter,NA,NA,RHB,67,83,55,0,,No,No,No,No,40.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Thomas Rew,Unsold,England,18,,Overseas,Uncapped,Wicketkeeper-Batter,NA,NA,RHB,68,86,0,0,,Yes,No,No,No,40.00,85.00,TRUE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Mahli Beardman,Unsold,Australia,20,,Overseas,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,67,83,,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Callum Vidler,DC (0.30 Cr),Australia,20,,Overseas,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,65,79,,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Harry Dixon,Unsold,Australia,21,,Overseas,Uncapped,Batter,NA,NA,LHB,67,85,0,0,,No,No,yes,No,40.00,83.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Sam Konstas,Unsold,Australia,20,,Overseas,Uncapped,Batter,NA,NA,RHB,70,81,0,0,,No,No,yes,No,40.00,88.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Hugh Weibgen,Unsold,Australia,21,,Overseas,Uncapped,Batter,NA,NA,RHB,69,83,0,0,,No,No,No,No,65.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Tom Straker,Unsold,Australia,21,,Overseas,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,65,81,,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Ollie Peake,Unsold,Australia,19,,Overseas,Uncapped,Batter,NA,NA,LHB,70,87,0,0,,No,No,No,No,40.00,65.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Steve Stolk,Unsold,South Africa,20,,Overseas,Uncapped,Batter,NA,NA,RHB,68,82,0,0,,No,No,Yes,No,45.00,90.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Nqaba Peter,Unsold,South Africa,24,,Overseas,Capped,Bowler (Spinner),Spinner,Right Handed Bowler,RHB,0,0,74,80,,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,David Teeger,Unsold,South Africa,21,,Overseas,Uncapped,Batter,NA,NA,RHB,67,79,0,0,,No,No,No,No,60.00,65.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Tristan Luus,Unsold,South Africa,21,,Overseas,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,67,83,,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Andile Simelane,Unsold,South Africa,23,,Overseas,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,65,78,69,80,,No,No,No,yes,45.00,82.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Matthew Boast,Unsold,South Africa,23,,Overseas,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,67,74,68,78,,No,No,No,yes,40.00,80.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Romashan Pillay,Unsold,South Africa,19,,Overseas,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,64,78,66,78,,No,No,No,No,40.00,65.00,FALSE,FALSE,FALSE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Isai Thorne,Unsold,West Indies,21,,Overseas,Uncapped,Bowler (Pacer),Pacer,Right Handed Bowler,RHB,0,0,68,81,,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Jordan Johnson,Unsold,West Indies,21,,Overseas,Uncapped,Batter,NA,NA,LHB,67,78,0,0,,No,No,No,No,45.00,75.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Nathan Edward,Unsold,West Indies,21,,Overseas,Uncapped,All-Rounder,Pacer,Left Handed Bowler,LHB,67,76,70,78,,No,No,No,yes,45.00,40.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Teddy Bishop,Unsold,West Indies,23,,Overseas,Capped,Batter,NA,NA,RHB,67,80,0,0,,No,No,No,No,45.00,70.00,FALSE,TRUE,TRUE,TRUE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Kevin Wickham,Unsold,West Indies,23,,Overseas,Uncapped,Batter,NA,NA,RHB,67,80,0,0,,No,No,No,yes,45.00,80.00,FALSE,FALSE,TRUE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Matthew Nandu,Unsold,West Indies,23,,Overseas,Uncapped,All-Rounder,Spinner,Right Handed Bowler,LHB,68,78,69,78,,No,No,yes,No,45.00,65.00,TRUE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Johann Layne,Unsold,West Indies,22,,Overseas,Uncapped,All-Rounder,Pacer,Right Handed Bowler,RHB,61,72,73,81,,No,No,No,No,45.00,25.00,FALSE,FALSE,FALSE,TRUE,TRUE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,McKenny Clarke,Unsold,West Indies,23,,Overseas,Uncapped,Bowler (Pace),Pacer,Right Handed Bowler,RHB,0,0,65,76,,No,No,No,No,40.00,25.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Sunrisers Hyderabad,David Payne,SRH (1.50 Cr),England,35,1.50,Overseas,Capped,Bowler (Pace),Pacer,Left Handed Bowler,RHB,0,0,71,71,6,No,No,No,No,No,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Khaleel Ahmed,DC (5.50 Cr),India,28,4.80,Indian,Capped,Bowler (Pace),Pacer,Left Handed Bowler,RHB,10,15,81,84,8,No,No,No,No,40.00,20.00,FALSE,FALSE,FALSE,FALSE,FALSE,CSK (4.80 Cr),CSK (4.80 Cr),DC (5.25 Cr),DC (5.25 Cr),DC (5.25 Cr),SRH (3.00 Cr),SRH (3.00 Cr),SRH (3.00 Cr),SRH (3.00 Cr),DD (10.00 L),DD (10.00 L),--,--,--,--,--,--,--,--
Royal Challengers Bengaluru,Yash Dayal,RCB (5.00 Cr),India,28,5.00,Indian,Capped,Bowler (Pace),Pacer,Left Handed Bowler,LHB,12,18,82,85,8,No,No,No,No,42.00,22.00,FALSE,FALSE,FALSE,FALSE,FALSE,RCB (5.00 Cr),RCB (5.00 Cr),RCB (5.00 Cr),GT (3.20 Cr),GT (3.20 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--
Delhi Capitals,Ben Duckett,--,England,31,2.00,Overseas,Capped,Wicketkeeper-Batter,NA,NA,LHB,85,85,0,0,8,Yes,No,Yes,No,62.00,88.00,TRUE,TRUE,TRUE,TRUE,FALSE,DC (2.00 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Chennai Super Kings,Jamie Overton,--,England,32,1.50,Overseas,Capped,All-Rounder,Pacer,Right Handed Bowler,RHB,74,75,76,77,7,No,No,No,Yes,55.00,78.00,FALSE,TRUE,TRUE,TRUE,TRUE,CSK (1.50 Cr),CSK (1.50 Cr),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
